cód.;Escola;endereco;num;bairro;municipio;DDD;Telefone;CEP;E-mail;Dependência;endereco_completo;lat;lng
11843;EEB MUN GABRIEL SERAFIM;RODOVIA VANTE ROVARIS;4500;STA LIBERA;FORQUILHINHA;48.0;34381366;88850000;xxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxx;Municipais;RODOVIA VANTE ROVARIS, 4500 - STA LIBERA, FORQUILHINHA - SC, 88850000;-28.73304;-49.43459
130265;EEB MUN GLEDIS RODRIGUES;AV ANTONIO FURTADO;0;CENTRO;TIMBÓ GRANDE;4.0;2521168;89545000;;Municipais;AV ANTONIO FURTADO, 0 - CENTRO, TIMBÓ GRANDE - SC, 89545000;-26.61488;-50.67251
107719;EEB MUN GUILHERME ROTERMEL;RUA NITEROI;2590;NITEROI;PRESIDENTE GETÚLIO;47.0;3522431;89150000;guirotermel@bol.com.br;Municipais;RUA NITEROI, 2590 - NITEROI, PRESIDENTE GETÚLIO - SC, 89150000;-27.03088;-49.63688
79189;EEB MUN JERONIMO PAULINO NETO;SANGA GRANDE;0;SANGA GRANDE;MELEIRO;48.0;5379232;88920000;;Municipais;SANGA GRANDE, 0 - SANGA GRANDE, MELEIRO - SC, 88920000;-28.86912;-49.62082
80799;EEB MUN JOAO HASSMANN;R NICOLAU HASSMANN;150;GUARANI;BRUSQUE;47.0;33512923;88350665;;Municipais;R NICOLAU HASSMANN, 150 - GUARANI, BRUSQUE - SC, 88350665;-27.10438;-48.94327
10707;EEB MUN JOAO MARTINS DE SOUZA;RIACHO;0;;GRAVATAL;0.0;0;88735000;;Municipais;;6.48812;2.6138
11410;EEB MUN JOSE ALESSIO;R SANTA BARBARA;1197;CIDADE ALTA;FORQUILHINHA;48.0;0;88850000;;Municipais;R SANTA BARBARA, 1197 - CIDADE ALTA, FORQUILHINHA - SC, 88850000;-28.74819;-49.47286
76279;EEB MUN LUIZA TOMASI SCAINI;RUA 48;0;LOT MORRO DOS CONVENTOS;BALNEÁRIO ARROIO DO SILVA;48.0;35262270;88914000;emefpassofundo@arroiosilva.sc.gov.br;Municipais;RUA 48, 0 - LOT MORRO DOS CONVENTOS, BALNEÁRIO ARROIO DO SILVA - SC, 88914000;-28.98424;-49.42258
148520;EEB MUN MARIA AMALIA CARDOSO;RUA GERINO B DOS SANTOS;54;FAZENDA DA ARMAÇÃOD;GOVERNADOR CELSO RAMOS;48.0;3262-7084;88190-000;;Municipais;RUA GERINO B DOS SANTOS, 54 - FAZENDA DA ARMAÇÃOD, GOVERNADOR CELSO RAMOS - SC, 88190-000;-27.36462;-48.60464
12505;EEB MUN MIGUEL LAZZARIM;R FORNO DI ZOLDO;0;RIO JORDAO BAIX;SIDERÓPOLIS;48.0;34353188;88860000;;Municipais;R FORNO DI ZOLDO, 0 - RIO JORDAO BAIX, SIDERÓPOLIS - SC, 88860000;-28.59882;-49.43199
163902;EEB MUN PREF LUIZ DE PELEGRINI;R 14 DE DEZEMBRO;65;SAPIRANGA;MELEIRO;48.0;35249191;88920000;;Municipais;R 14 DE DEZEMBRO, 65 - SAPIRANGA, MELEIRO - SC, 88920000;-28.89905;-49.55222
94854;EEB MUN PREF PORTINHO BITTENCOURT;R ANTONIO BITTENCOURT CAPANEMA;0;CENTRO;IMARUÍ;4.0;6430296;88770000;;Municipais;R ANTONIO BITTENCOURT CAPANEMA, 0 - CENTRO, IMARUÍ - SC, 88770000;-28.34399;-48.81626
137995;EEB MUN PREF VALDECIR A ZAMPIERI;RUA PADRE JOÇO POLMANN;0;SANTO MARCON;IRANI;49.0;53432061;89680000;escola_valdecirangelozampieri@yahoo.com.br;Municipais;RUA PADRE JOÇO POLMANN, 0 - SANTO MARCON, IRANI - SC, 89680000;-27.02748;-51.91351
134686;EEB MUN PROF CURT BRANDES;R HERMAN WEEGE;1180;CENTRO;POMERODE;0.0;0;89107000;;Municipais;R HERMAN WEEGE, 1180 - CENTRO, POMERODE - SC, 89107000;-26.73224;-49.17304
93700;EEB MUN PROF CUSTODIO FLORIANO CORDOVA;ESTR GERAL PASSAGEM DA BARRA;0;PASSAGEM DA BAR;LAGUNA;0.0;0;88790000;;Municipais;ESTR GERAL PASSAGEM DA BARRA, 0 - PASSAGEM DA BAR, LAGUNA - SC, 88790000;-28.51852;-48.77126
2593;EEB MUN PROF ELVIRA SARDA DA SILVA;TRANS LEANDRO ADULCE NUNES;0;AREIAS DE BAIXO;GOVERNADOR CELSO RAMOS;48.0;30397525;88190000;elvira.sardagcr@outlook.com;Municipais;TRANS LEANDRO ADULCE NUNES, 0 - AREIAS DE BAIXO, GOVERNADOR CELSO RAMOS - SC, 88190000;-27.39987;-48.60113
81647;EEB MUN PROF HERMINIA A REIS;AV PREFEITO SLVESTRE NUNES;0;AREAO;CANELINHA;48.0;32640821;88230000;educacao@canelinha.sc.gov.br;Municipais;AV PREFEITO SLVESTRE NUNES, 0 - AREAO, CANELINHA - SC, 88230000;-27.25685;-48.77492
116769;EEB MUN PROF JAKOB ARNS;RUA DAS EXTREMOSAS;97;SATURNO;FORQUILHINHA;0.0;0;88850000;;Municipais;RUA DAS EXTREMOSAS, 97 - SATURNO, FORQUILHINHA - SC, 88850000;-28.74725;-49.45992
79421;EEB MUN PROF JULIO MACHADO;ESTRADA GERAL;0;NOVA FATIMA;SÃO JOÃO DO SUL;0.0;70;88970000;educacao@saojoaodosul.sc.gov.br;Municipais;ESTRADA GERAL, 0 - NOVA FATIMA, SÃO JOÃO DO SUL - SC, 88970000;-29.18704;-49.78203
94579;EEB MUN PROF LARICE CAVALCANTE CALDAS;ESTRADA GERAL;0;ARATINGAUBA;IMARUÍ;0.0;0;88770000;;Municipais;ESTRADA GERAL, 0 - ARATINGAUBA, IMARUÍ - SC, 88770000;-28.94671;-49.42505
93696;EEB MUN PROF TOMASIA MENDONCA FERNANDES;ESTR GERAL SERTAO DA ESTIVA;0;SERTAO DA ESTIVA;PESCARIA BRAVA;0.0;0;88790000;;Municipais;ESTR GERAL SERTAO DA ESTIVA, 0 - SERTAO DA ESTIVA, PESCARIA BRAVA - SC, 88790000;-28.39718;-48.88687
126160;EEB MUN PROF VITOLDO ALEXANDRE CZECH;CONJ HABIT SEBALDO KUNZ;0;COHAB II;CATANDUVAS;49.0;63525074;89670000;;Municipais;CONJ HABIT SEBALDO KUNZ, 0 - COHAB II, CATANDUVAS - SC, 89670000;-27.06753;-51.66377
129763;EEB MUN SANTO ANTONIO;ESTR GERAL CASA DE PEDRA;0;;PAINEL;4.0;2930003;88543000;;Municipais;;6.48812;2.6138
74861;EEB MUN SERAFINA FONTANA BONET;VILA BURITI;0;BURITI;TIMBÓ GRANDE;49.0;32521298;89545000;educa@timbogrande.sc.gov.br;Municipais;VILA BURITI, 0 - BURITI, TIMBÓ GRANDE - SC, 89545000;-26.61712;-50.67381
79626;EEB MUN SERTAO DO PIRITU;ESTRADA GERAL;0;SERTÇO DO PIRITU;SÃO JOÃO DO SUL;48.0;35390214;88970000;eebsertaodopiritu@saojoaodosul.sc.gov.br;Municipais;ESTRADA GERAL, 0 - SERTÇO DO PIRITU, SÃO JOÃO DO SUL - SC, 88970000;-29.18704;-49.78203
132799;EEB MUN SONHO ENCANTADO;RUA DAVID NILO BORDIN;0;CENTRO;ALTO BELA VISTA;0.0;0;89730000;;Municipais;RUA DAVID NILO BORDIN, 0 - CENTRO, ALTO BELA VISTA - SC, 89730000;-27.43368;-51.9068
25526;EEB MUN TANCREDO NEVES;R RUDOLFO HAERTEL, 111;0;PINHEIRO;PRESIDENTE GETÚLIO;47.0;33521580;89150000;tancredoneves2006@yahoo.com.br;Municipais;R RUDOLFO HAERTEL, 111, 0 - PINHEIRO, PRESIDENTE GETÚLIO - SC, 89150000;-27.03396;-49.59606
94781;EEB MUN VER OSVALDO DE SOUZA SIQUEIRA;ESTRADA GERAL;0;RIO D UNA;IMARUÍ;48.0;36430338;88770000;;Municipais;ESTRADA GERAL, 0 - RIO D UNA, IMARUÍ - SC, 88770000;-28.13978;-48.77021
79430;EEB MUN VILA VELHA II;R ANTONIO PRUDENCIO ROXO           00000;0;;SÃO JOÃO DO SUL;0.0;10;88970000;;Municipais;;6.48812;2.6138
83844;EEB MUN VOLTAO;USINA VOLTAO;0;;XANXERÊ;0.0;0;89820000;;Municipais;;6.48812;2.6138
11770;EEB MUN WALDEMAR CASAGRANDE;R FRANCISCO RONCHI;180;OURO NEGRO;FORQUILHINHA;48.0;34632234;88850000;;Municipais;R FRANCISCO RONCHI, 180 - OURO NEGRO, FORQUILHINHA - SC, 88850000;-28.75265;-49.43799
16985;EEB NORMA MONICA SABEL;R PEDRO BONIFACIO SABEL;0;MARGEM ESQUERDA;GASPAR;4.0;3325659;89110000;;Municipais;R PEDRO BONIFACIO SABEL, 0 - MARGEM ESQUERDA, GASPAR - SC, 89110000;-26.92334;-48.96001
25755;EEB NOSSA SENHORA DAS GRAÇAS;7 DE SETEMBRO;1101;CENTRO;WITMARSUM;47.0;33580092;89157000;;Municipais;7 DE SETEMBRO, 1101 - CENTRO, WITMARSUM - SC, 89157000;-27.49739;-48.64313
41149;EEB NUCHEADA MUN DE ATERRADO ALTO;ATERRADO ALTO;0;ATERRADO ALTO;MONTE CASTELO;47.0;36540628;89380000;;Municipais;ATERRADO ALTO, 0 - ATERRADO ALTO, MONTE CASTELO - SC, 89380000;-26.45938;-50.23532
144665;EEB ORATORIO;EST GERAL ORATORIO;0;ORATORIO;ORLEANS;48.0;34660465;88870000;educacao@orleans.sc.gov.br;Municipais;EST GERAL ORATORIO, 0 - ORATORIO, ORLEANS - SC, 88870000;-28.36747;-49.28281
73601;EEB PINGO DE GENTE;R SAO LUIZ GONZAGA;0;CENTRO;IOMERÊ;4.0;5391210;89558000;;Municipais;R SAO LUIZ GONZAGA, 0 - CENTRO, IOMERÊ - SC, 89558000;-27.00245;-51.24012
93831;EEB PONTA DAS LARANJEIRAS;ESTR GERAL PONTA DAS LARANJEIR;0;PONTINHA DAS LARAN;PESCARIA BRAVA;0.0;0;88790000;;Municipais;ESTR GERAL PONTA DAS LARANJEIR, 0 - PONTINHA DAS LARAN, PESCARIA BRAVA - SC, 88790000;-28.39718;-48.88687
16683;EEB PROF ANGELICA DE S COSTA;BR 470;0;MARGEM ESQUERDA;GASPAR;47.0;33325108;89110000;;Municipais;BR 470, 0 - MARGEM ESQUERDA, GASPAR - SC, 89110000;-26.91256;-48.95836
16861;EEB PROF ANINHA PAMPLONA ROSA;R RODOLFO VIEIRA PAMPLONA;3320;GASPAR MIRIM;GASPAR;47.0;33325041;89110000;;Municipais;R RODOLFO VIEIRA PAMPLONA, 3320 - GASPAR MIRIM, GASPAR - SC, 89110000;-26.94562;-48.95017
80357;EEB PROF ANNA OTHILIA SCHLINDWEIN;R PAULO WESTARB;180;GUABIRUBA SUL;GUABIRUBA;47.0;33541397;88360000;;Municipais;R PAULO WESTARB, 180 - GUABIRUBA SUL, GUABIRUBA - SC, 88360000;-27.10465;-48.99558
82139;EEB PROF ARACI ESPINDOLA DALCENTER;R JOSE MONTIBELLER;88;JARDIM SAO PAULO;SÃO JOÃO BATISTA;48.0;32652710;88240000;;Municipais;R JOSE MONTIBELLER, 88 - JARDIM SAO PAULO, SÃO JOÃO BATISTA - SC, 88240000;-27.28667;-48.85084
74365;EEB PROF DILMA GRIMES EVARISTO;R LEANDRO GRANEMANN;0;NAVEGANTES;SANTA CECÍLIA;0.0;0;89540000;;Municipais;R LEANDRO GRANEMANN, 0 - NAVEGANTES, SANTA CECÍLIA - SC, 89540000;-26.96657;-50.42785
16993;EEB PROF DOLORES L DOS S KRAUS;R GUILHERME SABEL;0;FIGUEIRA;GASPAR;4.0;3323025;89110000;;Municipais;R GUILHERME SABEL, 0 - FIGUEIRA, GASPAR - SC, 89110000;-26.91437;-48.98295
14150;EEB PROF GIOVANNI BATTAIN;ESTRADA GERAL;0;RIO COMPRUDENTE;COCAL DO SUL;4.0;4471013;88845000;;Municipais;ESTRADA GERAL, 0 - RIO COMPRUDENTE, COCAL DO SUL - SC, 88845000;-28.63755;-49.36503
3948;EEB PROF PALMIRA LIMA MAMBRINI;RUA: MOURA;236;BARREIROS;SÃO JOSÉ;48.0;32404513;88117250;palmira@sed.sc.gov.br;Municipais;RUA: MOURA, 236 - BARREIROS, SÃO JOSÉ - SC, 88117250;-27.57479;-48.60188
16926;EEB PROF RUDOLFO GUNTHER;RUA GREGORIO SCHMITZ;222;GASPAR ALTO;GASPAR;47.0;31520110;89110000;;Municipais;RUA GREGORIO SCHMITZ, 222 - GASPAR ALTO, GASPAR - SC, 89110000;-26.94221;-48.88532
16942;EEB PROF VITORIO ANACLETO CARDOSO;R PEDRO SIMON;2375;PORTO ARRAIAL;GASPAR;47.0;33322369 ;89110000;coordenacaovitorio@gmail.com;Municipais;R PEDRO SIMON, 2375 - PORTO ARRAIAL, GASPAR - SC, 89110000;-26.90607;-48.93519
158097;EEB PROFESSOR NERI MENDONÇA DE SOUZA;ESTRADA GERAL;0;LARANJEIRAS;PESCARIA BRAVA;48.0;36476082;88798000;;Municipais;ESTRADA GERAL, 0 - LARANJEIRAS, PESCARIA BRAVA - SC, 88798000;-28.39718;-48.88687
93858;EEB TAQUARACU;BR 101;0;TAQUARACU;PESCARIA BRAVA;0.0;0;88790000;;Municipais;BR 101, 0 - TAQUARACU, PESCARIA BRAVA - SC, 88790000;-28.42525;-48.89324
151491;EEBM ARROIO RINCAO;RUA JAGUARUNA;662;CENTRO;BALNEÁRIO RINCÃO;48.0;34685614;88828000;escolanovarincao@hotmail.com;Municipais;RUA JAGUARUNA, 662 - CENTRO, BALNEÁRIO RINCÃO - SC, 88828000;-28.82367;-49.22653
124729;EEBM BIAZIO MARAGNO;LOT LUIZ MARAGNO                   00018;0;ESTACAO COCAL;MORRO DA FUMAÇA;48.0;34347079;88835000;;Municipais;LOT LUIZ MARAGNO                   00018, 0 - ESTACAO COCAL, MORRO DA FUMAÇA - SC, 88835000;-28.60121;-49.2477
44768;EEBM CARLOS PISANI;MARIA DE LURDES PISANI;0;NOVO BAIRRO;MONTE CARLO;49.0;35461215;89618000;eebcarlospisani@meinet.com.br;Municipais;MARIA DE LURDES PISANI, 0 - NOVO BAIRRO, MONTE CARLO - SC, 89618000;-27.21614;-50.97898
16470;EEBM DUQUE DE CAXIAS;R RIBEIRAO AREIA;2050;RIBEIRAO AREIA;POMERODE;4.0;3871353;89107000;;Municipais;R RIBEIRAO AREIA, 2050 - RIBEIRAO AREIA, POMERODE - SC, 89107000;-26.71313;-49.18497
44873;EEBM ERCI DICK;JOAQUIM CORREA DE MELLO;0;REMOCA;MONTE CARLO;49.0;5460416;89618000;;Municipais;JOAQUIM CORREA DE MELLO, 0 - REMOCA, MONTE CARLO - SC, 89618000;-27.23224;-50.97748
73865;EEBM FIDELIS ANTONIO FANTIN;R CASTELO BRANCO                   00000;0;CIBRAZEM;VIDEIRA;49.0;5332190;89560000;;Municipais;R CASTELO BRANCO                   00000, 0 - CIBRAZEM, VIDEIRA - SC, 89560000;-27.01261;-51.16044
137871;EEBM HARRY FRANCISCO HASLINGER;DOMINGOS RIGO;0;SAIDA DAL PAI;MONTE CARLO;49.0;4601940;89618000;;Municipais;DOMINGOS RIGO, 0 - SAIDA DAL PAI, MONTE CARLO - SC, 89618000;-27.22441;-50.97583
33251;EEBM JARBAS AMARANTE FERREIRA;BOAVA;0;;SÃO JOAQUIM;0.0;0;88600000;;Municipais;;6.48812;2.6138
33553;EEBM JOAO PAULO CARVALHO;LOC LUIZINHO;0;INTERIOR;SÃO JOAQUIM;49.0;32331034;88600000;;Municipais;LOC LUIZINHO, 0 - INTERIOR, SÃO JOAQUIM - SC, 88600000;-28.29351;-49.93386
34061;EEBM JUREMA HUGEN PALMA;ANTONIO JOSE ALVES DE SA;0;MADRE PAULINA;SÃO JOAQUIM;49.0;32332203;88600000;juremahugenpalma@bol.com.br;Municipais;ANTONIO JOSE ALVES DE SA, 0 - MADRE PAULINA, SÃO JOAQUIM - SC, 88600000;-28.28362;-49.95247
138860;EEBM MARIA DO ROSARIO FISCHER;R 21 DE SETEMBRO;0;SAO JOSE;MONTE CARLO;49.0;5460194;89618000;;Municipais;R 21 DE SETEMBRO, 0 - SAO JOSE, MONTE CARLO - SC, 89618000;-27.22401;-50.97783
76910;EEBM MARIA LIBÂNIA MACHADO;RODOVIA MUNICIPAL ALCINO DE FREITAS;0;ENCRUZO DO BARRO VERMELHO;MARACAJÁ;48.0;35230382;88915000;educacao@maracaja.sc.gov.br;Municipais;RODOVIA MUNICIPAL ALCINO DE FREITAS, 0 - ENCRUZO DO BARRO VERMELHO, MARACAJÁ - SC, 88915000;38.89037;-77.03196
14931;EEBM MAURINA DE SOUZA PATRICIO;AV. MIGUEL TEIXEIRA;0;LOT. GRAZIELA;MORRO DA FUMAÇA;48.0;34343550;88830000;;Municipais;AV. MIGUEL TEIXEIRA, 0 - LOT. GRAZIELA, MORRO DA FUMAÇA - SC, 88830000;-28.67154;-49.23565
14842;EEBM OLIVIO RECCO;ESTRADA GERAL LINHA FRASSON;0;LINHA FRASSON;MORRO DA FUMAÇA;48.0;34343599;88830000;;Municipais;ESTRADA GERAL LINHA FRASSON, 0 - LINHA FRASSON, MORRO DA FUMAÇA - SC, 88830000;-28.63744;-49.3519
163899;EEBM PADRE BIAGIO SIMONETTI;R PROF MARIA SALETE DE OLIVEIRA;59;CENTRO;FRAIBURGO;49.0;39082089;89580000;;Municipais;R PROF MARIA SALETE DE OLIVEIRA, 59 - CENTRO, FRAIBURGO - SC, 89580000;-27.03444;-50.93123
14893;EEBM PIETRO MACCARI;AV. ANTONIO DE COSTA;0;LOTEAMENTO DE COSTA;MORRO DA FUMAÇA;48.0;34343615;88830000;;Municipais;AV. ANTONIO DE COSTA, 0 - LOTEAMENTO DE COSTA, MORRO DA FUMAÇA - SC, 88830000;-28.64893;-49.20461
74179;EEBM PREF PAULO FIORAVANTE PENSO;R SAUL BRANDALISE;1656;MARTELLI;VIDEIRA;49.0;5330428;89560000;;Municipais;R SAUL BRANDALISE, 1656 - MARTELLI, VIDEIRA - SC, 89560000;-27.00605;-51.14836
74209;EEBM PREF WALDEMAR KLEINUBING;R FREDERICO BORTOLAZ;50;FLORESTA;VIDEIRA;49.0;5662711;89560000;;Municipais;R FREDERICO BORTOLAZ, 50 - FLORESTA, VIDEIRA - SC, 89560000;-27.00423;-51.16076
77526;EEBM PROF LAURITA MANFREDINI BRISTOT;RODOVIA SCT 285 KM;0;LINHA CONTESSI;TURVO;0.0;55253248;88930000;;Municipais;RODOVIA SCT 285 KM, 0 - LINHA CONTESSI, TURVO - SC, 88930000;-28.92806;-49.68182
81442;EEBM PROF MARIA DE LOURDES N ZIMERMANN;AV CANTORIO FLORNTINO DA SILVA;1683;CENTRO;CANELINHA;48.0;32640102;88230000;educacao@canelinha.sc.gov.br;Municipais;AV CANTORIO FLORNTINO DA SILVA, 1683 - CENTRO, CANELINHA - SC, 88230000;-27.26687;-48.76716
148296;EEBM PROF NOEMI VIEIRA DE CAMPOS SCHROEDER;R DOS ATIRADORES;5427;TESTO CENTRAL ALTO;POMERODE;47.0;3387-2536;89107-000;;Municipais;R DOS ATIRADORES, 5427 - TESTO CENTRAL ALTO, POMERODE - SC, 89107-000;-26.77472;-49.16374
113000;EEBM PROF REALINA FELLER ROBERTI;RUA GERAL MAROIM;0;MOURA;CANELINHA;48.0;32645035;88230000;educacao@canelinha.sc.gov.br;Municipais;RUA GERAL MAROIM, 0 - MOURA, CANELINHA - SC, 88230000;-27.26555;-48.76789
123145;EEBM PROF VIDAL FERREIRA;R LEOPOLDO BLAESE;170;POMERODE FUNDOS;POMERODE;47.0;33872130;89107000;escola.pf@pomerode.sc.gov.br;Municipais;R LEOPOLDO BLAESE, 170 - POMERODE FUNDOS, POMERODE - SC, 89107000;-26.81505;-49.16246
163325;EEBM PROFESSORA SARA BOM MORETTI;AVENIDA CSN;0;VIDA NOVA;SIDERÓPOLIS;48.0;34358941;88860000;sarabommoretti@sideropolis.sc.gov.br;Municipais;AVENIDA CSN, 0 - VIDA NOVA, SIDERÓPOLIS - SC, 88860000;-28.58439;-49.42981
14818;EEBM VICENTE GUOLLO;RUA VINTE DE MAIO;0;BAIRRO NASPOLINI;MORRO DA FUMAÇA;48.0;34342115;88830000;;Municipais;RUA VINTE DE MAIO, 0 - BAIRRO NASPOLINI, MORRO DA FUMAÇA - SC, 88830000;-28.65241;-49.21156
138614;EEBM VILSON PEDRO KLEINUBING;AV CONSTANTINO CRESTANI;28;CIDADE ALTA;VIDEIRA;49.0;5665282;88560000;;Municipais;AV CONSTANTINO CRESTANI, 28 - CIDADE ALTA, VIDEIRA - SC, 88560000;-26.98568;-51.1708
12530;EEF CABECEIRA DO RIO MAE LUZIA;CABECEIRA DO RIO MAE LUZIA;0;BRASILIA;TREVISO;0.0;0;88862000;;Municipais;CABECEIRA DO RIO MAE LUZIA, 0 - BRASILIA, TREVISO - SC, 88862000;-28.51417;-49.45787
93572;EEF CLITO RODRIGUES MACHADO;ESTR GERAL SIQUEIRO;0;SIQUEIRO;PESCARIA BRAVA;0.0;0;88790000;;Municipais;ESTR GERAL SIQUEIRO, 0 - SIQUEIRO, PESCARIA BRAVA - SC, 88790000;-28.39718;-48.88687
117960;EEF CRISTO REI;R  JOSE SLOVINSKI;0;CRISTO REI;COCAL DO SUL;4.0;4471467;88845000;;Municipais;R  JOSE SLOVINSKI, 0 - CRISTO REI, COCAL DO SUL - SC, 88845000;-28.59061;-49.32824
3794;EEF DE CALIFORNIA;RUA ANTONIO JOVITA DUARTE S/N;0;FORQUILHAS;SÃO JOSÉ;48.0;32573629;88113650;;Municipais;RUA ANTONIO JOVITA DUARTE S/N, 0 - FORQUILHAS, SÃO JOSÉ - SC, 88113650;-27.58328;-48.6707
93815;EEF DE MORRO GRANDE;ESTR GERAL MORRO GRANDE;0;MORRO GRANDE;LAGUNA;0.0;0;88790000;;Municipais;ESTR GERAL MORRO GRANDE, 0 - MORRO GRANDE, LAGUNA - SC, 88790000;-28.80154;-49.71829
3808;EEF DE POTECAS;R:KILIANO HAMMES;0;POTECAS;SÃO JOSÉ;48.0;32585253;88106800;eef.potecas@pmsj.sc.gov.br;Municipais;R:KILIANO HAMMES, 0 - POTECAS, SÃO JOSÉ - SC, 88106800;-27.57956;-48.6472
13951;EEF DEMETRIO BETTIOL;RUA FREDERICO ZANETTE;36;BRASÖLIA;COCAL DO SUL;48.0;4471448;88845000;eefdemetriobettiol@cocaldosul.sc.gov.br;Municipais;RUA FREDERICO ZANETTE, 36 - BRASÖLIA, COCAL DO SUL - SC, 88845000;-28.60095;-49.31918
85332;EEF DIADEMA;BR 282 KM 517;0;INTERIOR;XAXIM;49.0;33536354;89825000;escoladiadema@yahoo.com.br;Municipais;BR 282 KM 517, 0 - INTERIOR, XAXIM - SC, 89825000;-26.94995;-52.52224
138517;EEF E INF PROF GESSY SPIER AVERBECK;AV ENGENHO;1253;CENTRO;MONDAÍ;49.0;41179;89893000;;Municipais;AV ENGENHO, 1253 - CENTRO, MONDAÍ - SC, 89893000;-27.09768;-53.41241
16810;EEF ESTRADA CAROLINA;R EMILIO ROHWEDER ESTRADA CARO;0;BELCHIOR ALTO;GASPAR;0.0;0;89110000;;Municipais;R EMILIO ROHWEDER ESTRADA CARO, 0 - BELCHIOR ALTO, GASPAR - SC, 89110000;-26.89891;-48.98665
114707;EEF FORTUNATO TARNOWSKI;R ABILIO ELEUTERIO GONCALVES       00000;0;  GABIROBA;RIO DO OESTE;0.0;4754303;89180000;eefft@riodooeste.com.br;Municipais;R ABILIO ELEUTERIO GONCALVES       00000, 0 -   GABIROBA, RIO DO OESTE - SC, 89180000;-27.20374;-49.80382
89940;EEF FREI ANDRE MALINSKI;RIO NOVO DE CIMA;0;;MAJOR VIEIRA;4.0;6540216;89480000;;Municipais;;6.48812;2.6138
150428;EEF GUILHERMINA ANA PEREIRA;ESTR GERAL SITIO NOVO;0;SITIO NOVO;IMARUÍ;48.0;3643-0338;88770-000;educacao@imarui.sc.gov.br;Municipais;ESTR GERAL SITIO NOVO, 0 - SITIO NOVO, IMARUÍ - SC, 88770-000;-6.10555;-35.91036
93637;EEF HONORATA FREITAS;ESTR GERAL SERTAO DO SIQUEIRO;0;BARRANCO DO SIQUEIRO;PESCARIA BRAVA;0.0;0;88790000;;Municipais;ESTR GERAL SERTAO DO SIQUEIRO, 0 - BARRANCO DO SIQUEIRO, PESCARIA BRAVA - SC, 88790000;-28.39718;-48.88687
88200;EEF IRINEU BORNHAUSEN;R PRINCIPAL URUMBEVA;0;;VARGEÃO;4.0;4340198;89690000;;Municipais;;6.48812;2.6138
25313;EEF MUN ADOLPHO EWALD;ESTRADA GERAL;0;RIBEIRAO PINHEI;TAIÓ;0.0;0;89190000;;Municipais;ESTRADA GERAL, 0 - RIBEIRAO PINHEI, TAIÓ - SC, 89190000;-27.02003;-49.36083
80705;EEF MUN ALBERTO PRETTI;R DAS GOIABAS;33;LIMEIRA;BRUSQUE;47.0;33508996;88356001;;Municipais;R DAS GOIABAS, 33 - LIMEIRA, BRUSQUE - SC, 88356001;-27.11325;-48.84701
92924;EEF MUN ALUISIO C DE OLIVEIRA;R 25 DE JULHO;114;CENTRO;CORUPÁ;4.0;3751822;89280000;;Municipais;R 25 DE JULHO, 114 - CENTRO, CORUPÁ - SC, 89280000;-26.43787;-49.23946
91286;EEF MUN ANTONIO E AYROSO;R BERTHA WEEGE;3046;JARAGUA 99;JARAGUÁ DO SUL;4.0;3761331;89260500;;Municipais;R BERTHA WEEGE, 3046 - JARAGUA 99, JARAGUÁ DO SUL - SC, 89260500;-26.50075;-49.15162
79642;EEF MUN ANTONIO SCANDOLARA;ESTRADA GERAL;0;TIMBOPEBA;SÃO JOÃO DO SUL;0.0;0;88970000;educacao@saojoaodosul.sc.gov.br;Municipais;ESTRADA GERAL, 0 - TIMBOPEBA, SÃO JOÃO DO SUL - SC, 88970000;-29.18704;-49.78203
107018;EEF MUN BRILHO DO SOL;R ESTEVAO CAETANO RITA;0;JOAIA;TIJUCAS;48.0;32635505;88200000;;Municipais;R ESTEVAO CAETANO RITA, 0 - JOAIA, TIJUCAS - SC, 88200000;-27.2179;-48.63707
78590;EEF MUN CAMPO D AGUA;BR 101 KM 436;0;CAMPO D AGUA;SOMBRIO;0.0;0;88960000;;Municipais;BR 101 KM 436, 0 - CAMPO D AGUA, SOMBRIO - SC, 88960000;-29.10247;-49.63589
81418;EEF MUN CAMPO NOVO I;R GERAL;0;CAMPOS NOVO;TIJUCAS;48.0;32929019;88200000;;Municipais;R GERAL, 0 - CAMPOS NOVO, TIJUCAS - SC, 88200000;-27.24044;-48.63624
94463;EEF MUN CARLOS GOMES;ANTONIO BITTENCOURT CAPANEMA;0;CENTRO;IMARUÍ;4.0;6430450;88770000;;Municipais;ANTONIO BITTENCOURT CAPANEMA, 0 - CENTRO, IMARUÍ - SC, 88770000;-28.34399;-48.81626
80683;EEF MUN CEDRO ALTO;R DAVID HORT;946;SAO JOAO;BRUSQUE;47.0;33505455;88350000;;Municipais;R DAVID HORT, 946 - SAO JOAO, BRUSQUE - SC, 88350000;-27.17828;-48.96679
25143;EEF MUN DE PINTADO;RIBEIRAO PINTADO;0;;TAIÓ;0.0;0;89190000;;Municipais;;6.48812;2.6138
80853;EEF MUN DR CARLOS MORITZ;R ARNOLDO RISTOW;439;ZANTAO;BRUSQUE;47.0;33518367;88357300;;Municipais;R ARNOLDO RISTOW, 439 - ZANTAO, BRUSQUE - SC, 88357300;-27.16432;-48.90742
